134056,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Not Sure,Somewhat Satisfied,N/A,Very Satisfied,Very Satisfied,Agree,Disagree,Agree,Female,Heterosexual
134516,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Agree,Strongly Agree,Strongly Agree,Male,Gay/Lesbian
134872,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Agree,Agree,Female,Heterosexual
135569,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,Heterosexual
135603,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Strongly Agree,Agree,Strongly Agree,Male,Heterosexual
136091,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Strongly Agree,Strongly Agree,Male,Heterosexual
138373,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,
138440,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Agree,Agree,Female,Heterosexual
138950,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,N/A,Somewhat Satisfied,,,,,
139193,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Disagree,Disagree,Agree,Female,Bisexual
139230,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Not Sure,,,,Female,Heterosexual
139904,Somewhat Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Female,Heterosexual
140704,Somewhat Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Dissatisfied,,,,,
140813,Neither Dissatisfied nor Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Female,Heterosexual
142015,Neither Dissatisfied nor Satisfied,Very Dissatisfied,N/A,Somewhat Dissatisfied,Very Dissatisfied,N/A,N/A,N/A,Agree,Disagree,Neither Agree nor Disagree,Female,Heterosexual
143081,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Agree nor Disagree,Disagree,Disagree,Male,Heterosexual
144315,Very Satisfied,Very Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Agree,Agree,Agree,Male,Heterosexual
144616,Very Dissatisfied,Somewhat Dissatisfied,Very Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Disagree,Strongly Disagree,Neither Agree nor Disagree,Female,Heterosexual
145172,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Disagree,Disagree,Disagree,Female,Heterosexual
145265,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Neither Agree nor Disagree,Agree,Female,Bisexual
146015,Very Satisfied,Somewhat Satisfied,Very Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Satisfied,Disagree,Strongly Disagree,Disagree,Female,Bisexual
146523,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Disagree,Disagree,Strongly Agree,Female,Heterosexual
146539,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Disagree,Agree,Agree,Female,Heterosexual
146843,Very Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,N/A,Somewhat Satisfied,Neither Agree nor Disagree,Agree,Disagree,Female,Heterosexual
147000,,,,,,,,,,,,,
147585,Very Satisfied,Very Satisfied,N/A,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Neither Agree nor Disagree,Agree,Female,Heterosexual
147837,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Disagree,Neither Agree nor Disagree,Strongly Disagree,Female,Heterosexual
149177,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,
149446,,,,,,,,,,,,,
150331,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Strongly Disagree,Neither Agree nor Disagree,Agree,Female,Heterosexual
150457,Somewhat Satisfied,Very Satisfied,N/A,Somewhat Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,N/A,Neither Agree nor Disagree,Agree,Agree,Prefer Not to Answer,Prefer Not to Answer
151106,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Female,Heterosexual
151806,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Disagree,Strongly Disagree,Agree,Male,Heterosexual
151981,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,N/A,N/A,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Strongly Disagree,Agree,Disagree,Female,Prefer Not to Answer
152338,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,N/A,N/A,Disagree,Neither Agree nor Disagree,Agree,Female,Heterosexual
152941,,,,,,,,,,,,,
153038,Somewhat Satisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Agree,Disagree,Neither Agree nor Disagree,Female,Heterosexual
154396,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Female,Heterosexual
155596,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Disagree,Disagree,Strongly Agree,Male,Heterosexual
156535,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Very Dissatisfied,Agree,Strongly Disagree,Neither Agree nor Disagree,Non-binary,Other
156770,Very Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,,,,,
157632,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Agree,Strongly Disagree,Neither Agree nor Disagree,Female,Heterosexual
158604,,,,,,,,,,,,,
158940,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Very Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,,,,,
159925,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Agree,Agree,Agree,Female,Heterosexual
160235,Somewhat Dissatisfied,Somewhat Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Male,Heterosexual
160266,Very Satisfied,Very Satisfied,Not Sure,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Disagree,Neither Agree nor Disagree,Female,Prefer Not to Answer
160372,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Agree,Agree,Agree,Female,Heterosexual
160662,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Satisfied,Very Satisfied,Somewhat Dissatisfied,Very Satisfied,Very Satisfied,Somewhat Dissatisfied,,,,,
161419,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Agree,Neither Agree nor Disagree,Female,Heterosexual
162938,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Agree,Neither Agree nor Disagree,Agree,Female,Heterosexual
163721,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Male,Heterosexual
164051,Somewhat Dissatisfied,Very Dissatisfied,Neither Dissatisfied nor Satisfied,Very Dissatisfied,Neither Dissatisfied nor Satisfied,,Somewhat Satisfied,Somewhat Dissatisfied,Disagree,Disagree,Disagree,Female,Heterosexual
164465,Very Satisfied,Somewhat Satisfied,Very Dissatisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Very Satisfied,N/A,Neither Dissatisfied nor Satisfied,,,,,
164506,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Disagree,Disagree,Neither Agree nor Disagree,Female,Heterosexual
164571,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Dissatisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,,,,,
164798,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Very Dissatisfied,,,,,
168527,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Neither Agree nor Disagree,Disagree,Agree,Female,Heterosexual
168854,Very Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Dissatisfied,Very Satisfied,Somewhat Satisfied,N/A,Somewhat Dissatisfied,Disagree,Disagree,Neither Agree nor Disagree,Female,Heterosexual
170274,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,,,,,
170605,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,,,,,
170983,Very Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Very Dissatisfied,Disagree,Disagree,Agree,Male,Heterosexual
172225,Very Satisfied,Very Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Female,Heterosexual
172858,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Agree,Strongly Disagree,Agree,Male,Heterosexual
172894,Somewhat Dissatisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Very Dissatisfied,Somewhat Dissatisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Very Dissatisfied,Strongly Disagree,Neither Agree nor Disagree,Disagree,Male,Gay/Lesbian
173380,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Agree,Agree,Agree,Female,Heterosexual
174016,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,Disagree,Disagree,Disagree,Female,Heterosexual
174699,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Strongly Disagree,Strongly Agree,Male,Heterosexual
174807,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,,,,,
174926,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Agree,Neither Agree nor Disagree,Disagree,Male,Gay/Lesbian
175528,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Agree,Neither Agree nor Disagree,Strongly Agree,Male,Heterosexual
175664,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,,,,,
176111,,,,,,,,,,,,,
176393,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Female,Heterosexual
182026,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Agree,Agree,Strongly Agree,Female,Heterosexual
182287,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Agree,Disagree,Agree,Female,Heterosexual
182395,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,N/A,N/A,Somewhat Satisfied,Somewhat Satisfied,Agree,Neither Agree nor Disagree,Disagree,Female,Heterosexual
183237,Very Satisfied,Somewhat Satisfied,Very Satisfied,Not Sure,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Agree,Agree,Agree,Female,Heterosexual
186013,,,,,,,,,,,,,
186121,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Neither Agree nor Disagree,Disagree,Disagree,Female,Gay/Lesbian
